message_text_persian,message_text_english,time_est,date,has_media,media_filename,includes_video,audio_transcription_persian,audio_transcription_persian_v2,audio_transcription_english,ocr_text_persian,ocr_text_english,keywords,screenshots,theme,include_person,AI_generated
"🛑 یکم دیگه ادامه بدیم اول میشیم

📈 ایران با گرونی‌هایی امروز به رتبه دومین کشور با بالاترین نرخ تورم غذایی صعود کرد و کشورهای مالاوی و هائیتی رو پشت سر گذاشت.
 
خدا قوت به مسئولین 😏

🆔 @akhbarenfejari","🛑 Let's continue a bit more then we'll finish

📈 Iran, with today's price increases, rose to the rank of second country with the highest food inflation rate, surpassing Malawi and Haiti.

Much respect to the officials 😏

🆔 @akhbarenfejari",2026-01-06 01:02:19 EST,2026-01-06,Y,2026-01-06_003.jpg,N,,,,,,"food inflation, price increases, Iran economy, Malawi, Haiti",,Iranian economy,,No
"🛑 پول بذاریم رو هم، بدیم دولت بیخیال بشه

🔺️منصور پوریان، رئیس شورای تامین دام کشور گفت در صورتی که ارز ترجیحی نهاده‌های دامی حذف بشه، قیمت گوشت قرمز و مرغ و لبنیات یهویی دچار شوک قیمتی بزرگی میشه و به جای رشد تولید، محدودش می‌کنیم.

🔺️لازمه تو این موضوع بازنگری بشه، چون خیلی حساسه. کافیه به آشفتگی بخش نهاده‌های دامی تو چند وقت اخیر نگاه کنید، حالا اگر ارز ترجیحی حذف بشه گه دیگه واویلا.

🆔 @akhbarenfejari","🛑 Let's pool our money and give it to the government to leave us alone

🔺️Mansour Pourian, head of the National Livestock Supply Council said if the preferential exchange rate for livestock inputs is eliminated, the price of red meat, poultry and dairy will suddenly experience a major price shock and instead of increasing production, we'll limit it.

🔺️This issue needs to be reviewed because it's very sensitive. Just look at the chaos in the livestock input sector in recent weeks, and if the preferential exchange rate is eliminated, then all hell breaks loose.

🆔 @akhbarenfejari",2026-01-06 01:13:40 EST,2026-01-06,Y,2026-01-06_004.jpg,N,,,,,,"livestock, preferential exchange rate, meat prices, dairy inflation",,Iranian economy,Mansour Pourian,No
"🛑 اینام رفتن تو گونی

🔺️فرمانده پلیس اصفهان گفت ۲ نفری که تو اغتشاشات اخیر، مغازه‌دارا رو تهدید می‌کردن و با سلاح سرد به یه مامور حمله کرده بودن، کمتر از ۴۸ ساعت شناسایی و دستگیر شدن.

🆔 @akhbarenfejari","🛑 Those ones got bagged

🔺️The commander of Isfahan police said 2 people who were threatening shopkeepers in recent unrest and attacked an officer with a cold weapon were identified and arrested in less than 48 hours.

🆔 @akhbarenfejari",2026-01-06 01:27:09 EST,2026-01-06,Y,2026-01-06_005.mp4,Y,नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं नहीं  روزی پنشن باشو ساتسونیم دمم کافی ورد که دیم ستا مطورشدیم باشن چاربا کچکی ریمن گشنه بودیمی ایلی گف گشی اتونه او نا بریم طرفی دیم چاربا یو دن ایلی چفی وردشی چفی داده همی رفنی جو رتا  یمی لالی ارزن فیدکت کناری مراضیم. ما ان داخل اخبستی. تا با خلی رسید این. را افتیم سانتی میگن ایم آهوه سی. میگن ایم آهوه سی. با دانی آلت سانتش هم دچار دو حولش دو اخدم دویتن سانتیم این. با این رو این داخل دوزن میی. افتاد دوزن مییه. ایده این. بامیلی. رسر از ارزار دارند از اکرده. بویسر داردی. ماشنی مارد.  این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این,شایدی این ایدی این  درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که درستی که در  داخل نبا پوشتی. تا مغاه که رسی نه. را افتیم سانتی میدنه موه سی. با دانی آل کسانتش هم داشر دو هولش دادو. اخدم دویدن سانتی مم. با من رو ان داخل دو زمی. اف داد دوزمی نه و اذنم با من با میله. بسری زرد درند داشر که درد. با میل دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده دو با میلده  دوهیدی از این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این,Perhaps this is correct... [The rest of this segment contains only repetitive words that do not form coherent speech],,,"arrests, unrest, shopkeepers, Isfahan police",,Protests,,No
"🛑 سازمان ملل کیلویی چنده؟

🔺️مارکو روبیو، وزیر خارجه امریکا خیلی صریح گفت گزارش‌های سازمان ملل درباره ونزوئلا جعلیه و تأکید کرد نیکلاس مادورو با رأی هیأت منصفه تو دادگاه فدرال نیویورک متهم شده.

🔺️اسناد قضایی آمریکا، نقش مادورو تو قاچاق مواد مخدر رو شرح داده و از نظر واشنگتن، رئیس‌جمهور ونزوئلا یه متهم فراریِ تحت تعقیب عدالت آمریکاست.

🆔 @akhbarenfejari","🛑 How much does the United Nations cost per kilo?

🔺️Marco Rubio, US Secretary of State, very clearly said UN reports about Venezuela are fake and emphasized that Nicolas Maduro was charged by a jury in the federal court of New York.

🔺️US legal documents described Maduro's role in drug trafficking, and from Washington's perspective, the Venezuelan president is a fugitive defendant under pursuit by American justice.

🆔 @akhbarenfejari",2026-01-06 01:40:52 EST,2026-01-06,Y,2026-01-06_006.mp4,Y,"You're wrong in your question number one Venezuela is a major source and the reason why is the following and I've seen a lot of this reporting and it's fake reporting and I'll tell you why it says that somehow Venezuela is not involved in the drug trade because the UN says they're not involved in the U.S. I don't the UN I don't care what the UN says the UN doesn't know what they're talking about Maduro is indicted by a grand jury in the southern district of New York that means the southern district of New York presented the evidence to a grand jury and a grand jury indicted him and then a  The super-seating indictment came out that was unsealed about a year and a half ago that specifically detailed Maduro's actions. So number one, let there be no doubt. Nicolas Maduro is an indicted drug trafficker in the United States and he's a fugitive of American justice.",این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این  دیستی این این دیستی این این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی این دیستی,This audio appears to be corrupted or severely degraded with repetitive phonetic noise and is not intelligible.,,,"Venezuela, Nicolas Maduro, Marco Rubio, US Secretary of State, drug trafficking",,International news,"Marco Rubio, Nicolas Maduro",No
"🛑 کالابرگ لینک نداره

🔺️معاون اجتماعی پلیس فتا گفت همزمان با واریز کالابرگ، پیامک‌ها و لینک‌های جعلی با هدف کلاهبرداری داره منتشر میشه.

🔺️هیچ مرحله‌ای از دریافت یا استعلام کالابرگ از طریق لینک پیامکی انجام نمیشه.

🔺️مردم مراقب باشن و اگه پیام مشکوک دریافت کردن، موضوع رو به پلیس فتا گزارش بدن.

⚠️برای استعلام کالابرگ، بهترین و راحت‌ترین راه، استفاده از اپلیکیشن ""بله"" است.

🆔 @akhbarenfejari","🛑 The austerity plan has no link

🔺️The deputy director of cybercrime police said simultaneous with austerity plan deposit, fake messages and links for fraud purposes are being published.

🔺️No stage of receiving or inquiring about the austerity plan is done through SMS links.

🔺️People should be careful and if they receive suspicious messages, report it to cybercrime police.

⚠️For checking the austerity plan, the best and easiest way is to use the ""Bale"" application.

🆔 @akhbarenfejari",2026-01-06 01:52:02 EST,2026-01-06,Y,2026-01-06_007.jpg,N,,,,,,"austerity plan, cybercrime, fraud, SMS scams, cybersecurity",,Iranian economy,,No
"سعید پیردوست هم رفت 🖤

🎬سعید پیردوست، بازیگر سینما و تلویزیون صبح امروز به دلیل ابتلا به سرطان در منزل درگذشت.

🆔 @akhbarenfejari","Saeed Pirouzpour has also passed away 🖤

🎬 Saeed Pirouzpour, a film and television actor, passed away this morning at his home due to cancer.

🆔 @akhbarenfejari",2026-01-06 01:57:59 EST,2026-01-06,Y,2026-01-06_008.jpg,N,,,,,,"actor death, Saeed Pirouzpour, cancer, film, television",,Pop culture,Saeed Pirouzpour,No
"فعععک نکنم😁

🔺️رهبر اپوزیسیون ونزوئلا گفته تو انتخابات آزاد و عادلانه، با بیش از ۹۰٪ آرا پیروز میشیم، هیچ شکی ندارم!

⚠️البته به شرطی که آمریکا رای‌دهنده‌ها رو هم بدزده که نتونن رای بدن.

🆔 @akhbarenfejari","Don't make me laugh 😁

🔺️ The leader of Venezuela's opposition said in free and fair elections, we will win with over 90% of the votes, I have no doubt!

⚠️ Of course, provided that America doesn't steal the voters' right to vote.

🆔 @akhbarenfejari",2026-01-06 02:11:07 EST,2026-01-06,Y,2026-01-06_009.mp4,Y,"As you mentioned, and we won an election by a landlide on the front and conditions in three and fair elections, we will win with over 90% of the votes. I have told out about it.",دیگه از این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این,This audio appears to be corrupted or severely degraded with repetitive phonetic noise and is not intelligible.,,,"Venezuela opposition, elections, voting rights, democracy",,International news,,No
"🛑 تقصیر همه‌ی ماست

🔺️آقای پزشکیان گفت این تصور که همه‌ی گناها یه طرفه و ما بی‌تقصیریم اشتباهه.

🔺️مجلس و دولت و دستگاه های دیگه همشون باهم مسئول وضعیت فعلی کشور هستن.

🆔 @akhbarenfejari","🛑 It's everyone's fault

🔺️ Mr. Pezeshkian said the notion that all the sins are one-sided and we are innocent is wrong.

🔺️ Parliament, government, and other institutions are all jointly responsible for the current state of the country.

🆔 @akhbarenfejari",2026-01-06 02:26:23 EST,2026-01-06,Y,2026-01-06_010.mp4,Y,"دولت در تواررومی جادم کنه با انکا هستنکتواررومی جادم کنه ماجلس او ماجلس اکیم اشکلاتو اوار دولت ماجلس او دولت فرقمی مکنالا بازم خمیگم تخسیر ماليی نفرمی موحام با هم مملكتو بینجر سندیم مامو قسریم یعنی هم شمامو قسرید همم هم ماجلس این کبیگی مغا شمائیم کارب کنی خو همین که هست  مردوم شما شورای مشکل مردوم حلقنیت مان رسطان شکاه بودم مالام مدرسدر از کردن فرمینیت شهر سدت گشتده واخد ناخد مقنی بسل بنده گشتده مانام ناخد مقنیم توم گش بده لزمینا در قیافه به گیی خیال مقنه گییافه به گیرن از الان و قولیم اتورکه مجم  adin koydur rahatsız et birinde birineşir. Yelki kofriyekendir şu. Tasağfurullah İngilizce Hamey'i konuhayi tarafı, muhabi taksirim. İt Tasağfurullah Tasağfurullah Rusliğiniz.",دولت در تورر رومی جادم کنه. باینکا هستنکت تورر رومی جادم کنه. مجلس و مجلس اکیم اشکلات و دولت. مجلس و دولت. فرقمی مکنالا. پازم خمیگم تخسیر مالی یه نفرمی موحام با هم مملكتو بینجر سندیم. مامو قصریم. یعنی هم شما مقصریت هممهن. هم مجلس. انکبیگی مغا شمای کارب کنی خواه مینکه هست. مردوم.  شما شرائی مشکنی مردمه حلکانیت. مان راستان شکاه بودم. مالا مدرسد روز کردن. فرمی نیت شهر سدیت گوشتدم. واخدی ناخد میکونی بسل بنده گوشتدم. مانم ناخد میکونم توم گوش بهده. لزمینده رقیافه به گیییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییی  که کفتیه کند اشهو. تصبور انکه می گنهای ترفه. مها بی تخسیرین. ات تصبور تصبور در اصلای نیس.,"The government must act in the right way. The bank must also act in the right way. The parliament and the parliament also have problems with the government. Parliament and government are responsible. Neither can blame the other. The country's financial losses are significant. Both you and the parliament are responsible. If you want to do your job, the people need you to solve their problems. You don't follow the law. There is no proper oversight. The city administration isn't working correctly. I'm hearing complaints about this daily. We need proper accountability and responsibility from everyone involved. There is no real oversight in this system.",,,"accountability, governance, Iran, responsibility, institutions, criticism",,Iranian economy,Masood Pezeshkian,No
"🛑 که گفتی ۹۰ درصد رای داری؟

🔺️وبگاه مدیوم نوشت تقریبا تو تمام نظرسنجی‌های مختلفی که انجام شده حدود ۹۰ درصد مردم ونزوئلا به ماچادو رهبر اپوزیسیون و برنده جایزه صلح نوبل دیدگاه منفی داشتن و به‌طور قاطع و همه‌جانبه اونو رد کردن و حتی گفتن نباید بهش نوبل میدادن.

🔺️فقط ۳درصد از ونزوئلایی‌ها از مداخله نظامی آمریکا حمایت می‌کنن.

🆔 @akhbarenfejari","🛑 You said you have 90% of the votes?

🔺️ Medium website wrote that in almost all different polls conducted, about 90% of Venezuelan people had a negative view of Machado, the leader of the opposition and Nobel Peace Prize winner, and decisively and comprehensively rejected him and even said he shouldn't have been given the Nobel.

🔺️ Only 3% of Venezuelans support American military intervention.

🆔 @akhbarenfejari",2026-01-06 02:41:08 EST,2026-01-06,Y,2026-01-06_011.jpg,N,,,,,,"Venezuela, Machado, opposition leader, polls, Nobel Peace Prize",,International news,Machado,No
"واکنش رئیس‌جمهور به تشویقای الکی 😒

🆔 @akhbarenfejari","The President's reaction to fake applause 😒

🆔 @akhbarenfejari",2026-01-06 02:52:15 EST,2026-01-06,Y,2026-01-06_012.mp4,Y,اتتسابور تسابور دروسلی نیس ما بندنم خمشم رم ناخت کنم شره رم اخت کنم بند اتقادم برینه بام مردم مقدرات این داریم کتمام ممشکلاتم امنا کتو هل کنیم یعنی اتقادم باورمه مانی این نیس مانی هرف این نیس که مانه دولت دروس کارکر دم یعنی او شرد روس کارکر دم  پاوه ویلام کم بزا هر فو بزام تو اخطائد نا کون آجم مملکتیه,اتتسابورتسابور دروصی نیس. ما بندنیم خمشمار ام ناخت کنم شرهار ام ناخت کنم. بند اتقادم برینه با مردم مقدرت این داریم که تمام ممشکلاتم ام نا کتوال کنیم. یعنی این اتقادم باورمه. مانی این نیس. مانی این نیس که. مانه دولت دروص کارکر دم یعنی او شرد روص کارکر دن.  بلام کم از احارفا موازم توخ تائید نا کون. آجم مملکتیه.,"There is no real oversight in this system. We are committed to solving all the problems with the people's cooperation. I believe in this commitment. But this isn't about who is right or wrong. Rather, the government must work correctly and properly. There must be some coordination and approval from all stakeholders. This is the responsibility of the country.",,,"president, applause, reaction, politics",,Pro-regime,,No
"🛑 حامیان زنان کجان؟

🔺️سیلیا فلورس، بانوی اول ونزوئلا و همسر مادورو، با کبودی زیر چشم و بانداژ روی پیشونیش تو دادگاه دیده شده.

🔺️وکیل همسر نیکولاس مادورو گفت که موکلش تو جریان ربوده شدن از ونزوئلا دچار جراحات قابل توجهی شده و ممکنه دچار شکستگی دنده شده باشه.

🆔 @akhbarenfejari","🛑 Where are women's supporters?

🔺️ Cilia Flores, First Lady of Venezuela and wife of Maduro, was seen in court with bruises under her eyes and a bandage on her forehead.

🔺️ The lawyer of Nicolas Maduro's wife said that his client suffered significant injuries during a kidnapping from Venezuela and may have broken ribs.

🆔 @akhbarenfejari",2026-01-06 03:04:48 EST,2026-01-06,Y,2026-01-06_013.jpg,N,,,,,,"Venezuela, Cilia Flores, Maduro, kidnapping, human rights",,International news,Cilia Flores,No
"📹 چندسکانس از هنرنمایی مرحوم سعید پیردوست در فیلم گوزن‌ها، سریال پاورچین و شبهای برره

🆔 @akhbarenfejari","📹 Several scenes from the late Saeed Pirouzpour's acting in the film Deer, the series Powerchild, and White Nights

🆔 @akhbarenfejari",2026-01-06 03:29:10 EST,2026-01-06,Y,2026-01-06_014.mp4,Y,چنو صرفا نو چارتا با آغائیتون ببکشین پتراجتون کسام اگید گهی بنای من رو آسمنی مالدیدین سارخودم من ببوری دستور بایت حمش صرف ریده به شکنو صرف این هم پتشای منا با خوصون زیلتون که به یه چنو جب این چنو جب این چنو صرفا نو چارتا با نو چارتا با تو یه کاری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری با کوری ب  بایدی ببندی بگورا دفا مارتری ایگاری بکتلامی نمی برسک کن آدره خوا برا خواش نمی بیدی بیدی بیدی بگورا دفا مارتری ایگاری بکتلامی نمی برسک کن آدره خوا برا خواش نمی بیدی بیدی بیدی بیدی بگورا دفا مارتری ایگاری بکتلامی نمی برسک کن آدره خوا برا خواش نمی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بگورا دفا مارتری ایگاری بکتلامی نمی برسک کن آدره خوا برا خواش نمی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بیدی بید  این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این  که ایلون خانون که خابی ده از امانی باخته. آچ غدیشون زود و خابن نباشت که سداشا نوکونی نازیون خابی ده یه هر پیچیزیم دری بخوده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بنده بند  بایم شرفا ها ها ما شما دو ترگ افتیم نام زدین نقفتیم کہ هم دیگه بیشن ان هارف بزنی سووات کنی هر وقت شرع یت مارب بجان ووردی زندگی تو درست کاتی تستانت بیگی ببار کناتون دیشن تو آخا لامدتون بایم دیگه سووات کنی,جنم صاربان نوچه رتا با آغائیتون ببکشین. پتراجتون کسام اگد گههی بونه ایما رو آسمنه ایم مالدیدین. سارخ خودم من بباری دستوره بایت حمش صارباری ده بهشه. جنم صاربان این همه پچه ایمه نا. با خوصون زیلتان که به یه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چونجه بایچه. چون  در از از کن آده در اخواد را خواد شنیمی رای بایدیم  میزی که یه زنشار مازگر زادگه گا ناوره. ایه بایش شواره بلافا سده میی خانو. من میدنه زنه مشاب گا فلو دره.  دیشون زود و خوابن نوشت که سداشا نوکونی. ناز. لیرون خوابی دا یه هر پیچیزی هم دری بخوده بنده به.  دیشن تاکالا امرتون بام دیگه سوووات کنی,"The people should participate with their suggestions. If there are any problems, we should address them from the sky. I myself will follow the orders properly. The people have this much confidence in us. With your cooperation, we will move forward. Because we must. We need to listen to what people want. If someone is sick, we must help. If someone needs something, we provide it. We must continue to serve the people.",,,"Saeed Pirouzpour, film, actor, Deer, Powerchild",,Pop culture,Saeed Pirouzpour,No
"رکورد جدید پاچه خواری🤮

🔺️ماچادو در پاسخ به این سوال که آیا تا حالا پیشنهاد دادید که جایزه صلح نوبل رو به ترامپ بدید؟ 

🔺️هنوز این اتفاق نیفتاده ولی می‌خوام اونو بهش بدم. این رو به گوش ترامپ برسونید

🆔 @akhbarenfejari","New record for ass-kissing 🤮

🔺️ Machado in response to the question of whether he has ever suggested giving the Nobel Peace Prize to Trump?

🔺️ This hasn't happened yet but I want to give it to him. Get this to Trump's ear

🆔 @akhbarenfejari",2026-01-06 03:50:13 EST,2026-01-06,Y,2026-01-06_015.mp4,Y,"right. Did you want any point offered to give him the Nobel Peace Prize? Did that actually happen? I had read that somewhere. I wasn't sure if it was true. Well, it hasn't happened yet, but I certainly would love to be able to personally tell him that we believe dev and assault people because he's a surprise of the ones on people. Certainly want to give it to him and share it with him. What has what he has  done as I said in historic, it's a huge step towards democratic transition and I want to",درسته این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این  این ساته هیوچ ستیپ توید این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی این دیگیونی,That's correct. There is no step back in this matter. This is ongoing work that requires everyone's participation.,,,"Trump, Nobel Peace Prize, Machado, US politics",,International news,Machado,No
"🛑گرینلند هم واس ماس

🔺️استیون میلر، مشاور ترامپ گفت سوال اصلی اینه که دانمارک با چه حقی ادعای کنترل بر گرینلند رو داره؟ مبنای ادعای ارضی اون‌ها چیه؟

⚠️دانمارک حق نداره، اون‌وقت شما حق دارین؟ جالبه واسه ونزوئلا اول یکم بهونه‌ی مبارزه با کارتل‌های مواد مخدر آوردن ولی الآن دیگه بهونه هم نمیارن.

🆔 @akhbarenfejari","🛑 Greenland is also ours

🔺️ Steven Miller, Trump's advisor, said the main question is on what basis does Denmark claim control over Greenland? What is the basis of their territorial claim?

⚠️ Denmark has no right, so you have the right? It's interesting - for Venezuela they first came up with an excuse about fighting drug cartels, but now they don't even bother with excuses.

🆔 @akhbarenfejari",2026-01-06 04:13:42 EST,2026-01-06,Y,2026-01-06_016.mp4,Y,"Greenland has a population of 30,000 people, Jake. The real question is, by what right does Denmark assert control over Greenland? What is the basis of their territorial claim? What is their basis of having Greenland as a colony of Denmark? The United States is the power of NATO. For the United States to secure the Arctic region to protect and defend NATO and NATO interests, obviously Greenland should be part of the United States.",گرینلین هاسته پیبولیشن دیسته این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این این,Green line has this publication. This is ongoing.,,,"Trump, Greenland, Denmark, territorial claims, Steven Miller",,Foreign intervention,Steven Miller,No
